datetime,month,day_of_year,hour,GHI_Wm2,T_amb_C,pv_kWh_per_kWp
2020-01-01 00:11:00,1,1,0,0.0,2.07,0.0
2020-01-01 01:11:00,1,1,1,0.0,2.6,0.0
2020-01-01 02:11:00,1,1,2,0.0,2.6,0.0
2020-01-01 03:11:00,1,1,3,0.0,2.6,0.0
2020-01-01 04:11:00,1,1,4,0.0,2.6,0.0
2020-01-01 05:11:00,1,1,5,0.0,3.13,0.0
2020-01-01 06:11:00,1,1,6,0.0,3.13,0.0
2020-01-01 07:11:00,1,1,7,0.0,3.13,0.0
2020-01-01 08:11:00,1,1,8,0.0,3.13,0.0
2020-01-01 09:11:00,1,1,9,104.1,3.13,0.0796
2020-01-01 10:11:00,1,1,10,454.5,3.66,0.39673
2020-01-01 11:11:00,1,1,11,566.3,4.19,0.49128
2020-01-01 12:11:00,1,1,12,590.4,4.72,0.51187
2020-01-01 13:11:00,1,1,13,403.3,5.25,0.34985
2020-01-01 14:11:00,1,1,14,420.4,5.25,0.36484
2020-01-01 15:11:00,1,1,15,10.3,5.25,0.00216
2020-01-01 16:11:00,1,1,16,0.0,4.72,0.0
2020-01-01 17:11:00,1,1,17,0.0,4.19,0.0
2020-01-01 18:11:00,1,1,18,0.0,4.19,0.0
2020-01-01 19:11:00,1,1,19,0.0,4.72,0.0
2020-01-01 20:11:00,1,1,20,0.0,4.19,0.0
2020-01-01 21:11:00,1,1,21,0.0,4.19,0.0
2020-01-01 22:11:00,1,1,22,0.0,4.72,0.0
2020-01-01 23:11:00,1,1,23,0.0,4.72,0.0
2020-01-02 00:11:00,1,2,0,0.0,5.25,0.0
2020-01-02 01:11:00,1,2,1,0.0,5.25,0.0
2020-01-02 02:11:00,1,2,2,0.0,5.25,0.0
2020-01-02 03:11:00,1,2,3,0.0,5.78,0.0
2020-01-02 04:11:00,1,2,4,0.0,5.78,0.0
2020-01-02 05:11:00,1,2,5,0.0,5.78,0.0
2020-01-02 06:11:00,1,2,6,0.0,5.78,0.0
2020-01-02 07:11:00,1,2,7,0.0,6.31,0.0
2020-01-02 08:11:00,1,2,8,0.0,6.31,0.0
2020-01-02 09:11:00,1,2,9,10.5,6.31,0.00224
2020-01-02 10:11:00,1,2,10,12.2,6.84,0.00318
2020-01-02 11:11:00,1,2,11,42.8,7.37,0.02481
2020-01-02 12:11:00,1,2,12,24.5,7.9,0.01099
2020-01-02 13:11:00,1,2,13,21.8,7.9,0.00918
2020-01-02 14:11:00,1,2,14,59.6,7.9,0.03868
2020-01-02 15:11:00,1,2,15,4.0,7.9,0.0
2020-01-02 16:11:00,1,2,16,0.0,7.9,0.0
2020-01-02 17:11:00,1,2,17,0.0,8.43,0.0
2020-01-02 18:11:00,1,2,18,0.0,8.96,0.0
2020-01-02 19:11:00,1,2,19,0.0,9.49,0.0
2020-01-02 20:11:00,1,2,20,0.0,9.49,0.0
2020-01-02 21:11:00,1,2,21,0.0,10.02,0.0
2020-01-02 22:11:00,1,2,22,0.0,10.02,0.0
2020-01-02 23:11:00,1,2,23,0.0,10.02,0.0
2020-01-03 00:11:00,1,3,0,0.0,10.02,0.0
2020-01-03 01:11:00,1,3,1,0.0,10.02,0.0
2020-01-03 02:11:00,1,3,2,0.0,9.49,0.0
2020-01-03 03:11:00,1,3,3,0.0,8.43,0.0
2020-01-03 04:11:00,1,3,4,0.0,7.37,0.0
2020-01-03 05:11:00,1,3,5,0.0,5.78,0.0
2020-01-03 06:11:00,1,3,6,0.0,4.72,0.0
2020-01-03 07:11:00,1,3,7,0.0,4.19,0.0
2020-01-03 08:11:00,1,3,8,0.0,3.66,0.0
2020-01-03 09:11:00,1,3,9,175.5,3.66,0.14545
2020-01-03 10:11:00,1,3,10,477.6,4.19,0.42149
2020-01-03 11:11:00,1,3,11,574.5,4.72,0.50611
2020-01-03 12:11:00,1,3,12,623.8,5.78,0.54493
2020-01-03 13:11:00,1,3,13,580.8,5.78,0.50854
2020-01-03 14:11:00,1,3,14,232.2,5.78,0.19615
2020-01-03 15:11:00,1,3,15,13.5,5.78,0.00392
2020-01-03 16:11:00,1,3,16,0.0,5.25,0.0
2020-01-03 17:11:00,1,3,17,0.0,4.72,0.0
2020-01-03 18:11:00,1,3,18,0.0,4.72,0.0
2020-01-03 19:11:00,1,3,19,0.0,5.25,0.0
2020-01-03 20:11:00,1,3,20,0.0,5.25,0.0
2020-01-03 21:11:00,1,3,21,0.0,5.78,0.0
2020-01-03 22:11:00,1,3,22,0.0,5.78,0.0
2020-01-03 23:11:00,1,3,23,0.0,6.31,0.0
2020-01-04 00:11:00,1,4,0,0.0,6.31,0.0
2020-01-04 01:11:00,1,4,1,0.0,6.31,0.0
2020-01-04 02:11:00,1,4,2,0.0,6.31,0.0
2020-01-04 03:11:00,1,4,3,0.0,6.84,0.0
2020-01-04 04:11:00,1,4,4,0.0,6.84,0.0
2020-01-04 05:11:00,1,4,5,0.0,6.84,0.0
2020-01-04 06:11:00,1,4,6,0.0,6.84,0.0
2020-01-04 07:11:00,1,4,7,0.0,6.84,0.0
2020-01-04 08:11:00,1,4,8,0.0,6.84,0.0
2020-01-04 09:11:00,1,4,9,38.9,6.84,0.02223
2020-01-04 10:11:00,1,4,10,41.3,7.37,0.02376
2020-01-04 11:11:00,1,4,11,464.5,7.9,0.405
2020-01-04 12:11:00,1,4,12,408.8,7.9,0.3546
2020-01-04 13:11:00,1,4,13,517.8,7.9,0.44998
2020-01-04 14:11:00,1,4,14,306.8,7.9,0.26228
2020-01-04 15:11:00,1,4,15,14.3,7.9,0.00433
2020-01-04 16:11:00,1,4,16,0.0,7.37,0.0
2020-01-04 17:11:00,1,4,17,0.0,7.37,0.0
2020-01-04 18:11:00,1,4,18,0.0,7.37,0.0
2020-01-04 19:11:00,1,4,19,0.0,6.84,0.0
2020-01-04 20:11:00,1,4,20,0.0,6.84,0.0
2020-01-04 21:11:00,1,4,21,0.0,6.31,0.0
2020-01-04 22:11:00,1,4,22,0.0,6.31,0.0
2020-01-04 23:11:00,1,4,23,0.0,6.31,0.0
2020-01-05 00:11:00,1,5,0,0.0,6.84,0.0
2020-01-05 01:11:00,1,5,1,0.0,7.37,0.0
2020-01-05 02:11:00,1,5,2,0.0,7.37,0.0
2020-01-05 03:11:00,1,5,3,0.0,7.9,0.0
2020-01-05 04:11:00,1,5,4,0.0,7.9,0.0
2020-01-05 05:11:00,1,5,5,0.0,7.9,0.0
2020-01-05 06:11:00,1,5,6,0.0,7.9,0.0
2020-01-05 07:11:00,1,5,7,0.0,7.9,0.0
2020-01-05 08:11:00,1,5,8,0.0,7.9,0.0
2020-01-05 09:11:00,1,5,9,2.6,7.9,0.0
2020-01-05 10:11:00,1,5,10,20.1,7.9,0.00801
2020-01-05 11:11:00,1,5,11,315.1,8.43,0.26928
2020-01-05 12:11:00,1,5,12,618.9,8.43,0.535
2020-01-05 13:11:00,1,5,13,562.1,8.96,0.48502
2020-01-05 14:11:00,1,5,14,273.2,8.96,0.23047
2020-01-05 15:11:00,1,5,15,2.4,8.96,0.0
2020-01-05 16:11:00,1,5,16,0.0,8.96,0.0
2020-01-05 17:11:00,1,5,17,0.0,8.96,0.0
2020-01-05 18:11:00,1,5,18,0.0,8.96,0.0
2020-01-05 19:11:00,1,5,19,0.0,8.96,0.0
2020-01-05 20:11:00,1,5,20,0.0,8.96,0.0
2020-01-05 21:11:00,1,5,21,0.0,8.96,0.0
2020-01-05 22:11:00,1,5,22,0.0,8.43,0.0
2020-01-05 23:11:00,1,5,23,0.0,8.43,0.0
2020-01-06 00:11:00,1,6,0,0.0,7.9,0.0
2020-01-06 01:11:00,1,6,1,0.0,7.9,0.0
2020-01-06 02:11:00,1,6,2,0.0,7.9,0.0
2020-01-06 03:11:00,1,6,3,0.0,7.37,0.0
2020-01-06 04:11:00,1,6,4,0.0,6.84,0.0
2020-01-06 05:11:00,1,6,5,0.0,6.84,0.0
2020-01-06 06:11:00,1,6,6,0.0,6.84,0.0
2020-01-06 07:11:00,1,6,7,0.0,6.84,0.0
2020-01-06 08:11:00,1,6,8,0.0,7.37,0.0
2020-01-06 09:11:00,1,6,9,3.5,7.37,0.0
2020-01-06 10:11:00,1,6,10,13.1,7.9,0.00365
2020-01-06 11:11:00,1,6,11,18.4,7.9,0.00686
2020-01-06 12:11:00,1,6,12,48.1,7.9,0.02891
2020-01-06 13:11:00,1,6,13,48.1,7.9,0.02891
2020-01-06 14:11:00,1,6,14,26.2,7.9,0.01222
2020-01-06 15:11:00,1,6,15,6.4,7.9,0.00028
2020-01-06 16:11:00,1,6,16,0.0,7.9,0.0
2020-01-06 17:11:00,1,6,17,0.0,7.9,0.0
2020-01-06 18:11:00,1,6,18,0.0,7.9,0.0
2020-01-06 19:11:00,1,6,19,0.0,7.37,0.0
2020-01-06 20:11:00,1,6,20,0.0,6.84,0.0
2020-01-06 21:11:00,1,6,21,0.0,6.31,0.0
2020-01-06 22:11:00,1,6,22,0.0,6.31,0.0
2020-01-06 23:11:00,1,6,23,0.0,5.78,0.0
2020-01-07 00:11:00,1,7,0,0.0,5.25,0.0
2020-01-07 01:11:00,1,7,1,0.0,5.25,0.0
2020-01-07 02:11:00,1,7,2,0.0,5.25,0.0
2020-01-07 03:11:00,1,7,3,0.0,5.25,0.0
2020-01-07 04:11:00,1,7,4,0.0,5.25,0.0
2020-01-07 05:11:00,1,7,5,0.0,5.78,0.0
2020-01-07 06:11:00,1,7,6,0.0,6.31,0.0
2020-01-07 07:11:00,1,7,7,0.0,6.84,0.0
2020-01-07 08:11:00,1,7,8,0.0,7.9,0.0
2020-01-07 09:11:00,1,7,9,8.7,7.9,0.00133
2020-01-07 10:11:00,1,7,10,13.1,7.9,0.00365
2020-01-07 11:11:00,1,7,11,21.0,8.43,0.00857
2020-01-07 12:11:00,1,7,12,174.0,9.49,0.14019
2020-01-07 13:11:00,1,7,13,212.4,10.55,0.17471
2020-01-07 14:11:00,1,7,14,30.6,11.61,0.01509
2020-01-07 15:11:00,1,7,15,15.1,12.15,0.00468
2020-01-07 16:11:00,1,7,16,0.0,12.68,0.0
2020-01-07 17:11:00,1,7,17,0.0,12.68,0.0
2020-01-07 18:11:00,1,7,18,0.0,12.68,0.0
2020-01-07 19:11:00,1,7,19,0.0,12.68,0.0
2020-01-07 20:11:00,1,7,20,0.0,12.68,0.0
2020-01-07 21:11:00,1,7,21,0.0,12.68,0.0
2020-01-07 22:11:00,1,7,22,0.0,12.15,0.0
2020-01-07 23:11:00,1,7,23,0.0,11.61,0.0
2020-01-08 00:11:00,1,8,0,0.0,11.09,0.0
2020-01-08 01:11:00,1,8,1,0.0,10.02,0.0
2020-01-08 02:11:00,1,8,2,0.0,9.49,0.0
2020-01-08 03:11:00,1,8,3,0.0,8.43,0.0
2020-01-08 04:11:00,1,8,4,0.0,7.9,0.0
2020-01-08 05:11:00,1,8,5,0.0,6.84,0.0
2020-01-08 06:11:00,1,8,6,0.0,6.31,0.0
2020-01-08 07:11:00,1,8,7,0.0,6.84,0.0
2020-01-08 08:11:00,1,8,8,0.0,6.31,0.0
2020-01-08 09:11:00,1,8,9,227.3,5.78,0.19209
2020-01-08 10:11:00,1,8,10,266.6,6.31,0.22815
2020-01-08 11:11:00,1,8,11,558.6,6.31,0.4911
2020-01-08 12:11:00,1,8,12,617.8,6.84,0.54159
2020-01-08 13:11:00,1,8,13,653.8,6.84,0.57192
2020-01-08 14:11:00,1,8,14,149.1,6.84,0.11882
2020-01-08 15:11:00,1,8,15,74.0,6.31,0.05123
2020-01-08 16:11:00,1,8,16,0.0,5.78,0.0
2020-01-08 17:11:00,1,8,17,0.0,5.25,0.0
2020-01-08 18:11:00,1,8,18,0.0,4.72,0.0
2020-01-08 19:11:00,1,8,19,0.0,4.19,0.0
2020-01-08 20:11:00,1,8,20,0.0,3.66,0.0
2020-01-08 21:11:00,1,8,21,0.0,4.19,0.0
2020-01-08 22:11:00,1,8,22,0.0,4.19,0.0
2020-01-08 23:11:00,1,8,23,0.0,4.19,0.0
2020-01-09 00:11:00,1,9,0,0.0,4.19,0.0
2020-01-09 01:11:00,1,9,1,0.0,4.19,0.0
2020-01-09 02:11:00,1,9,2,0.0,4.19,0.0
2020-01-09 03:11:00,1,9,3,0.0,3.66,0.0
2020-01-09 04:11:00,1,9,4,0.0,2.6,0.0
2020-01-09 05:11:00,1,9,5,0.0,2.6,0.0
2020-01-09 06:11:00,1,9,6,0.0,2.6,0.0
2020-01-09 07:11:00,1,9,7,0.0,3.66,0.0
2020-01-09 08:11:00,1,9,8,0.0,3.66,0.0
2020-01-09 09:11:00,1,9,9,6.1,3.66,0.00022
2020-01-09 10:11:00,1,9,10,28.0,3.66,0.01378
2020-01-09 11:11:00,1,9,11,46.3,4.19,0.028
2020-01-09 12:11:00,1,9,12,39.3,4.19,0.02241
2020-01-09 13:11:00,1,9,13,91.6,4.72,0.06695
2020-01-09 14:11:00,1,9,14,196.1,4.72,0.16304
2020-01-09 15:11:00,1,9,15,170.2,4.72,0.13791
2020-01-09 16:11:00,1,9,16,0.0,4.19,0.0
2020-01-09 17:11:00,1,9,17,0.0,4.19,0.0
2020-01-09 18:11:00,1,9,18,0.0,4.19,0.0
2020-01-09 19:11:00,1,9,19,0.0,4.72,0.0
2020-01-09 20:11:00,1,9,20,0.0,4.72,0.0
2020-01-09 21:11:00,1,9,21,0.0,4.72,0.0
2020-01-09 22:11:00,1,9,22,0.0,4.72,0.0
2020-01-09 23:11:00,1,9,23,0.0,4.72,0.0
2020-01-10 00:11:00,1,10,0,0.0,4.19,0.0
2020-01-10 01:11:00,1,10,1,0.0,4.19,0.0
2020-01-10 02:11:00,1,10,2,0.0,3.66,0.0
2020-01-10 03:11:00,1,10,3,0.0,3.13,0.0
2020-01-10 04:11:00,1,10,4,0.0,2.07,0.0
2020-01-10 05:11:00,1,10,5,0.0,1.54,0.0
2020-01-10 06:11:00,1,10,6,0.0,1.01,0.0
2020-01-10 07:11:00,1,10,7,0.0,1.01,0.0
2020-01-10 08:11:00,1,10,8,0.0,0.48,0.0
2020-01-10 09:11:00,1,10,9,95.0,0.48,0.07218
2020-01-10 10:11:00,1,10,10,317.2,1.54,0.27792
2020-01-10 11:11:00,1,10,11,638.9,3.13,0.55611
2020-01-10 12:11:00,1,10,12,554.7,4.72,0.48089
2020-01-10 13:11:00,1,10,13,418.5,5.78,0.36202
2020-01-10 14:11:00,1,10,14,183.3,5.78,0.15033
2020-01-10 15:11:00,1,10,15,250.0,5.25,0.21039
2020-01-10 16:11:00,1,10,16,0.0,4.72,0.0
2020-01-10 17:11:00,1,10,17,0.0,4.19,0.0
2020-01-10 18:11:00,1,10,18,0.0,3.66,0.0
2020-01-10 19:11:00,1,10,19,0.0,4.72,0.0
2020-01-10 20:11:00,1,10,20,0.0,5.25,0.0
2020-01-10 21:11:00,1,10,21,0.0,5.78,0.0
2020-01-10 22:11:00,1,10,22,0.0,5.78,0.0
2020-01-10 23:11:00,1,10,23,0.0,6.31,0.0
2020-01-11 00:11:00,1,11,0,0.0,6.84,0.0
2020-01-11 01:11:00,1,11,1,0.0,7.37,0.0
2020-01-11 02:11:00,1,11,2,0.0,7.9,0.0
2020-01-11 03:11:00,1,11,3,0.0,8.43,0.0
2020-01-11 04:11:00,1,11,4,0.0,8.96,0.0
2020-01-11 05:11:00,1,11,5,0.0,8.96,0.0
2020-01-11 06:11:00,1,11,6,0.0,9.49,0.0
2020-01-11 07:11:00,1,11,7,0.0,9.49,0.0
2020-01-11 08:11:00,1,11,8,0.0,10.02,0.0
2020-01-11 09:11:00,1,11,9,27.0,10.55,0.01275
2020-01-11 10:11:00,1,11,10,193.0,10.55,0.15749
2020-01-11 11:11:00,1,11,11,111.9,11.09,0.08323
2020-01-11 12:11:00,1,11,12,296.5,11.61,0.25081
2020-01-11 13:11:00,1,11,13,122.4,11.61,0.09229
2020-01-11 14:11:00,1,11,14,83.5,11.61,0.05824
2020-01-11 15:11:00,1,11,15,81.0,11.61,0.05602
2020-01-11 16:11:00,1,11,16,0.0,11.61,0.0
2020-01-11 17:11:00,1,11,17,0.0,11.09,0.0
2020-01-11 18:11:00,1,11,18,0.0,10.55,0.0
2020-01-11 19:11:00,1,11,19,0.0,9.49,0.0
2020-01-11 20:11:00,1,11,20,0.0,8.96,0.0
2020-01-11 21:11:00,1,11,21,0.0,8.43,0.0
2020-01-11 22:11:00,1,11,22,0.0,7.9,0.0
2020-01-11 23:11:00,1,11,23,0.0,7.9,0.0
2020-01-12 00:11:00,1,12,0,0.0,7.37,0.0
2020-01-12 01:11:00,1,12,1,0.0,6.84,0.0
2020-01-12 02:11:00,1,12,2,0.0,6.31,0.0
2020-01-12 03:11:00,1,12,3,0.0,5.78,0.0
2020-01-12 04:11:00,1,12,4,0.0,5.25,0.0
2020-01-12 05:11:00,1,12,5,0.0,4.72,0.0
2020-01-12 06:11:00,1,12,6,0.0,4.72,0.0
2020-01-12 07:11:00,1,12,7,0.0,4.19,0.0
2020-01-12 08:11:00,1,12,8,0.0,4.72,0.0
2020-01-12 09:11:00,1,12,9,7.9,4.72,0.00096
2020-01-12 10:11:00,1,12,10,28.8,5.25,0.0143
2020-01-12 11:11:00,1,12,11,203.5,6.31,0.16885
2020-01-12 12:11:00,1,12,12,525.2,6.31,0.4594
2020-01-12 13:11:00,1,12,13,571.8,6.84,0.49745
2020-01-12 14:11:00,1,12,14,464.2,6.84,0.40444
2020-01-12 15:11:00,1,12,15,261.0,5.78,0.2204
2020-01-12 16:11:00,1,12,16,0.0,4.72,0.0
2020-01-12 17:11:00,1,12,17,0.0,4.19,0.0
2020-01-12 18:11:00,1,12,18,0.0,3.66,0.0
2020-01-12 19:11:00,1,12,19,0.0,4.19,0.0
2020-01-12 20:11:00,1,12,20,0.0,3.66,0.0
2020-01-12 21:11:00,1,12,21,0.0,3.13,0.0
2020-01-12 22:11:00,1,12,22,0.0,3.13,0.0
2020-01-12 23:11:00,1,12,23,0.0,3.66,0.0
2020-01-13 00:11:00,1,13,0,0.0,3.66,0.0
2020-01-13 01:11:00,1,13,1,0.0,3.66,0.0
2020-01-13 02:11:00,1,13,2,0.0,4.19,0.0
2020-01-13 03:11:00,1,13,3,0.0,4.19,0.0
2020-01-13 04:11:00,1,13,4,0.0,4.19,0.0
2020-01-13 05:11:00,1,13,5,0.0,4.19,0.0
2020-01-13 06:11:00,1,13,6,0.0,4.19,0.0
2020-01-13 07:11:00,1,13,7,0.0,4.19,0.0
2020-01-13 08:11:00,1,13,8,0.0,4.19,0.0
2020-01-13 09:11:00,1,13,9,91.5,4.19,0.06784
2020-01-13 10:11:00,1,13,10,13.1,4.72,0.00373
2020-01-13 11:11:00,1,13,11,27.1,5.25,0.01303
2020-01-13 12:11:00,1,13,12,218.9,5.78,0.18408
2020-01-13 13:11:00,1,13,13,193.9,5.78,0.16083
2020-01-13 14:11:00,1,13,14,28.8,6.31,0.01423
2020-01-13 15:11:00,1,13,15,5.2,6.84,0.0
2020-01-13 16:11:00,1,13,16,0.0,7.37,0.0
2020-01-13 17:11:00,1,13,17,0.0,6.84,0.0
2020-01-13 18:11:00,1,13,18,0.0,6.84,0.0
2020-01-13 19:11:00,1,13,19,0.0,7.37,0.0
2020-01-13 20:11:00,1,13,20,0.0,6.84,0.0
2020-01-13 21:11:00,1,13,21,0.0,6.31,0.0
2020-01-13 22:11:00,1,13,22,0.0,5.78,0.0
2020-01-13 23:11:00,1,13,23,0.0,5.78,0.0
2020-01-14 00:11:00,1,14,0,0.0,5.78,0.0
2020-01-14 01:11:00,1,14,1,0.0,5.25,0.0
2020-01-14 02:11:00,1,14,2,0.0,5.25,0.0
2020-01-14 03:11:00,1,14,3,0.0,4.72,0.0
2020-01-14 04:11:00,1,14,4,0.0,4.72,0.0
2020-01-14 05:11:00,1,14,5,0.0,4.19,0.0
2020-01-14 06:11:00,1,14,6,0.0,4.19,0.0
2020-01-14 07:11:00,1,14,7,0.0,4.19,0.0
2020-01-14 08:11:00,1,14,8,0.0,4.19,0.0
2020-01-14 09:11:00,1,14,9,139.8,4.72,0.11177
2020-01-14 10:11:00,1,14,10,64.6,5.25,0.04341
2020-01-14 11:11:00,1,14,11,59.7,5.78,0.0389
2020-01-14 12:11:00,1,14,12,45.5,6.31,0.02703
2020-01-14 13:11:00,1,14,13,101.0,6.31,0.07488
2020-01-14 14:11:00,1,14,14,26.2,6.31,0.01233
2020-01-14 15:11:00,1,14,15,9.6,5.78,0.00179
2020-01-14 16:11:00,1,14,16,0.0,5.25,0.0
2020-01-14 17:11:00,1,14,17,0.0,4.72,0.0
2020-01-14 18:11:00,1,14,18,0.0,4.72,0.0
2020-01-14 19:11:00,1,14,19,0.0,4.72,0.0
2020-01-14 20:11:00,1,14,20,0.0,5.25,0.0
2020-01-14 21:11:00,1,14,21,0.0,5.25,0.0
2020-01-14 22:11:00,1,14,22,0.0,5.25,0.0
2020-01-14 23:11:00,1,14,23,0.0,4.72,0.0
2020-01-15 00:11:00,1,15,0,0.0,4.72,0.0
2020-01-15 01:11:00,1,15,1,0.0,4.19,0.0
2020-01-15 02:11:00,1,15,2,0.0,4.72,0.0
2020-01-15 03:11:00,1,15,3,0.0,4.72,0.0
2020-01-15 04:11:00,1,15,4,0.0,4.72,0.0
2020-01-15 05:11:00,1,15,5,0.0,4.72,0.0
2020-01-15 06:11:00,1,15,6,0.0,4.72,0.0
2020-01-15 07:11:00,1,15,7,0.0,4.72,0.0
2020-01-15 08:11:00,1,15,8,0.0,5.25,0.0
2020-01-15 09:11:00,1,15,9,70.7,5.25,0.04907
2020-01-15 10:11:00,1,15,10,215.2,5.25,0.18157
2020-01-15 11:11:00,1,15,11,565.0,5.78,0.49983
2020-01-15 12:11:00,1,15,12,594.0,6.84,0.52332
2020-01-15 13:11:00,1,15,13,557.0,7.37,0.48981
2020-01-15 14:11:00,1,15,14,446.4,6.84,0.39227
2020-01-15 15:11:00,1,15,15,248.2,6.84,0.20916
2020-01-15 16:11:00,1,15,16,0.0,6.31,0.0
2020-01-15 17:11:00,1,15,17,0.0,5.78,0.0
2020-01-15 18:11:00,1,15,18,0.0,5.78,0.0
2020-01-15 19:11:00,1,15,19,0.0,6.31,0.0
2020-01-15 20:11:00,1,15,20,0.0,6.31,0.0
2020-01-15 21:11:00,1,15,21,0.0,5.78,0.0
2020-01-15 22:11:00,1,15,22,0.0,5.78,0.0
2020-01-15 23:11:00,1,15,23,0.0,5.78,0.0
2020-01-16 00:11:00,1,16,0,0.0,5.78,0.0
2020-01-16 01:11:00,1,16,1,0.0,5.78,0.0
2020-01-16 02:11:00,1,16,2,0.0,5.78,0.0
2020-01-16 03:11:00,1,16,3,0.0,5.78,0.0
2020-01-16 04:11:00,1,16,4,0.0,5.78,0.0
2020-01-16 05:11:00,1,16,5,0.0,5.25,0.0
2020-01-16 06:11:00,1,16,6,0.0,5.25,0.0
2020-01-16 07:11:00,1,16,7,0.0,4.72,0.0
2020-01-16 08:11:00,1,16,8,0.0,4.72,0.0
2020-01-16 09:11:00,1,16,9,89.0,5.25,0.06527
2020-01-16 10:11:00,1,16,10,142.2,5.78,0.11315
2020-01-16 11:11:00,1,16,11,242.5,6.84,0.205
2020-01-16 12:11:00,1,16,12,154.0,7.37,0.12249
2020-01-16 13:11:00,1,16,13,27.1,7.37,0.01288
2020-01-16 14:11:00,1,16,14,24.5,7.9,0.01099
2020-01-16 15:11:00,1,16,15,15.7,7.9,0.00521
2020-01-16 16:11:00,1,16,16,0.0,7.9,0.0
2020-01-16 17:11:00,1,16,17,0.0,7.9,0.0
2020-01-16 18:11:00,1,16,18,0.0,8.43,0.0
2020-01-16 19:11:00,1,16,19,0.0,10.02,0.0
2020-01-16 20:11:00,1,16,20,0.0,10.02,0.0
2020-01-16 21:11:00,1,16,21,0.0,10.02,0.0
2020-01-16 22:11:00,1,16,22,0.0,8.96,0.0
2020-01-16 23:11:00,1,16,23,0.0,7.9,0.0
2020-01-17 00:11:00,1,17,0,0.0,7.9,0.0
2020-01-17 01:11:00,1,17,1,0.0,7.37,0.0
2020-01-17 02:11:00,1,17,2,0.0,6.84,0.0
2020-01-17 03:11:00,1,17,3,0.0,6.84,0.0
2020-01-17 04:11:00,1,17,4,0.0,6.31,0.0
2020-01-17 05:11:00,1,17,5,0.0,5.78,0.0
2020-01-17 06:11:00,1,17,6,0.0,5.78,0.0
2020-01-17 07:11:00,1,17,7,0.0,5.25,0.0
2020-01-17 08:11:00,1,17,8,0.0,5.25,0.0
2020-01-17 09:11:00,1,17,9,14.0,4.72,0.00424
2020-01-17 10:11:00,1,17,10,10.5,5.25,0.00225
2020-01-17 11:11:00,1,17,11,26.2,5.78,0.01235
2020-01-17 12:11:00,1,17,12,31.5,5.78,0.0162
2020-01-17 13:11:00,1,17,13,56.0,5.78,0.03563
2020-01-17 14:11:00,1,17,14,50.2,5.78,0.03104
2020-01-17 15:11:00,1,17,15,8.7,5.25,0.00137
2020-01-17 16:11:00,1,17,16,0.0,4.72,0.0
2020-01-17 17:11:00,1,17,17,0.0,4.72,0.0
2020-01-17 18:11:00,1,17,18,0.0,4.19,0.0
2020-01-17 19:11:00,1,17,19,0.0,4.19,0.0
2020-01-17 20:11:00,1,17,20,0.0,3.66,0.0
2020-01-17 21:11:00,1,17,21,0.0,3.66,0.0
2020-01-17 22:11:00,1,17,22,0.0,3.66,0.0
2020-01-17 23:11:00,1,17,23,0.0,3.66,0.0
2020-01-18 00:11:00,1,18,0,0.0,3.66,0.0
2020-01-18 01:11:00,1,18,1,0.0,3.13,0.0
2020-01-18 02:11:00,1,18,2,0.0,3.13,0.0
2020-01-18 03:11:00,1,18,3,0.0,2.6,0.0
2020-01-18 04:11:00,1,18,4,0.0,2.6,0.0
2020-01-18 05:11:00,1,18,5,0.0,2.6,0.0
2020-01-18 06:11:00,1,18,6,0.0,2.6,0.0
2020-01-18 07:11:00,1,18,7,0.0,2.07,0.0
2020-01-18 08:11:00,1,18,8,0.0,2.07,0.0
2020-01-18 09:11:00,1,18,9,159.9,2.07,0.1318
2020-01-18 10:11:00,1,18,10,339.8,3.13,0.29926
2020-01-18 11:11:00,1,18,11,658.0,4.19,0.58047
2020-01-18 12:11:00,1,18,12,707.1,4.72,0.62078
2020-01-18 13:11:00,1,18,13,662.8,5.25,0.58273
2020-01-18 14:11:00,1,18,14,534.3,5.25,0.47112
2020-01-18 15:11:00,1,18,15,313.9,5.25,0.26977
2020-01-18 16:11:00,1,18,16,0.0,4.19,0.0
2020-01-18 17:11:00,1,18,17,0.0,3.66,0.0
2020-01-18 18:11:00,1,18,18,0.0,3.66,0.0
2020-01-18 19:11:00,1,18,19,0.0,3.13,0.0
2020-01-18 20:11:00,1,18,20,0.0,3.13,0.0
2020-01-18 21:11:00,1,18,21,0.0,2.6,0.0
2020-01-18 22:11:00,1,18,22,0.0,2.07,0.0
2020-01-18 23:11:00,1,18,23,0.0,2.07,0.0
2020-01-19 00:11:00,1,19,0,0.0,2.07,0.0
2020-01-19 01:11:00,1,19,1,0.0,1.54,0.0
2020-01-19 02:11:00,1,19,2,0.0,1.54,0.0
2020-01-19 03:11:00,1,19,3,0.0,1.01,0.0
2020-01-19 04:11:00,1,19,4,0.0,1.01,0.0
2020-01-19 05:11:00,1,19,5,0.0,0.48,0.0
2020-01-19 06:11:00,1,19,6,0.0,0.48,0.0
2020-01-19 07:11:00,1,19,7,0.0,0.48,0.0
2020-01-19 08:11:00,1,19,8,0.0,0.48,0.0
2020-01-19 09:11:00,1,19,9,12.2,1.01,0.00331
2020-01-19 10:11:00,1,19,10,111.0,2.07,0.08567
2020-01-19 11:11:00,1,19,11,542.8,3.66,0.47404
2020-01-19 12:11:00,1,19,12,690.7,4.72,0.59501
2020-01-19 13:11:00,1,19,13,707.4,5.78,0.607
